,Suratio,Su,G0,hp0,patm,ng,h0,e0,lambda,phicv,nbwet,nbdry,nd,Ad0,rumax,zmax,cz,Ceps,CGD,ckaf,nu,CGconsol,FSu,psiR,dR,phic,cc
0,0.5,0,776,50,101.3,0.75,0.5,0.9,0.06,32,0.8,0.5,0.3,0.8,0,15,100,1,3,4,0.3,0,1,0,0,0,0
