,q,p,sx,sy,sz,sxy,ea,eps_v,gamxy,gams,eps_1,eps_2,eps_3,phase,s1,s2,s3,suratio,su,rumax,pmin,zmax,Cs,M,Gamma,pcs,xi,e,Mcurrent,K,G,alphastatic,Kc,K0,sigmav0,ru,ruextreme,gmax/2extreme,BCI,g/2max,Md,Mb,D,alphaxx,alphayy,alphaxy,rulimit,lpr,txyratio,txyratioextreme
0,68.9849456864848,54.5330607024604,26.1735954250231,99.6719283926477,37.7536582897104,-4.96438121730337,0.450438286872985,-0.45022348818547403,-0.000196722261159243,-0.00011357765537592,0.00450438286872985,-1.35510103948775e-16,-1.35510103948775e-16,0,100.005727245033,37.7536582897104,25.8397965726373,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0243046916989296,0.900004029155572,1.17862355693569,59576.1953046614,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.00652857404116325,0.0,9.59598473729038e-05,0.999999999868428,9.59598473729038e-05,0.938557267065538,1.19120955451551,-0.135021135193226,-0.579326748771738,0.579326748771738,-0.0772166326540441,0.622584044851405,-0.0108646713182936,0.0497477278047911,0.0497477278047911
1,69.3305475709884,54.6798464385251,27.1550254786049,99.0292358268143,37.855278010156,-9.92302894461726,0.451038002993087,-0.450232137395163,-0.000381310619244232,-0.000220149811252237,0.00451038002993087,-1.95031857984406e-17,-1.95031857984406e-17,0,100.374056994174,37.855278010156,25.8102043112452,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0241435896573487,0.900003850341637,1.18174099906632,62020.6640543398,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.00918796937791815,0.0,0.000188251084157643,0.999999999868428,0.000188251084157643,0.939318776007088,1.19035768493249,-0.134513452631418,-0.564995348379184,0.564995348379184,-0.155323207357951,0.622584044851405,-0.0152173787335401,0.0994379967320263,0.0994379967320263
2,69.5872368485981,54.9184557524585,28.9053382835504,97.8295593133002,38.0204696605249,-14.5716962795159,0.452063262784996,-0.45025076364116995,-0.000572487962171694,-0.000330526150833,0.00452063262784996,5.4224953540713e-18,5.4224953540713e-18,0,100.783640395138,38.0204696605249,25.9512572017126,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0238826535610724,0.900003552318413,1.18087935432156,61254.2226481907,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0131171615777043,0.0,0.000283839151924384,0.999999999868428,0.000283839151924384,0.940544366712799,1.18898904307934,-0.129867136461337,-0.539601802754931,0.539601802754931,-0.227311551540984,0.622584044851405,-0.0222928896517033,0.146021977047781,0.146021977047781
3,69.3519074513599,55.3014354633049,31.7795162159115,95.839179980066,38.2856101939373,-18.9780178045099,0.45388412221404795,-0.450282763840037,-0.000808591054875918,-0.000466840463431078,0.00453884122214048,4.98228058913593e-18,4.98228058913593e-18,0,101.039380198196,38.2856101939373,26.579315997782,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0234662797271133,0.900002956271966,1.16692280753995,61129.1132732071,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0203142091605162,0.0,0.000401890050799794,0.999999999868428,0.000401890050799794,0.942504584665269,1.18680286391856,-0.0803256109251194,-0.498903781109972,0.498903781109972,-0.29346129294349,0.622584044851405,-0.0336494333997799,0.190177425717127,0.190177425717127
4,68.6102737900003,55.7554333931362,35.763103480402,92.9032821533039,38.5999145457026,-23.068145748918,0.45754381791679605,-0.450329547437297,-0.0011490778990616,-0.000663420850529464,0.00457543817916796,-1.30005080814624e-18,-1.30005080814624e-18,0,101.053614287557,38.5999145457026,27.6127713461493,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.022976554927187,0.90000212180694,1.14158809170008,63268.4218666757,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0288644358477762,0.0,0.000572133460006837,0.999999999868428,0.000572133460006837,0.94481199967351,1.18422687038099,-0.0522597134044553,-0.441914409340889,0.441914409340889,-0.354073792649413,0.622584044851405,-0.0471118651268485,0.231164321272953,0.231164321272953
5,68.3073748976822,56.2763048733736,40.1358070320728,89.7325897098734,38.9605178781747,-26.7481136286828,0.463557116573663,-0.450377179738455,-0.00156330050555033,-0.000902572586502963,0.00463557116573663,-2.16789491233229e-19,-2.16789491233229e-19,0,101.409145878683,38.9605178781747,28.4592508632634,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.022419508543641,0.900001227737268,1.12345004066945,66917.8515536955,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0383027680167824,0.0,0.000779245747150772,0.999999999868428,0.000779245747150772,0.947448491925513,1.18129205688193,-0.0479554012354697,-0.380246907422581,0.380246907422581,-0.407207637971707,0.622584044851405,-0.062557287505979,0.268041044438381,0.268041044438381
6,68.787577621907,57.0039202297232,44.8336639345308,86.7138442879073,39.4642524667314,-30.1334743460109,0.472879244687343,-0.45042097426260996,-0.00206107635914665,-0.00118996376283909,0.00472879244687343,2.16857424083626e-18,2.16857424083626e-18,0,102.468626406535,39.4642524667314,29.0788818159033,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0216495413304693,0.900000393272241,1.11580526814085,68750.0703034544,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0516644678941939,0.0,0.00102813367252681,0.999999999868428,0.00102813367252681,0.951101124161514,1.17722868903884,-0.0584490401006823,-0.31707087154985,0.31707087154985,-0.453308701455555,0.622584044851405,-0.0841333195456435,0.30196550484499,0.30196550484499
7,70.0471070020404,57.9741935653703,49.4456748897346,84.3409271129266,40.1359786934497,-33.0524024919891,0.48541992410471196,-0.45045595755649004,-0.00260552626254929,-0.00150430213183069,0.00485419924104712,2.81832808890223e-18,2.81832808890223e-18,0,104.268171802746,40.1359786934497,29.5184301999151,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0206375308307674,0.899999737621149,1.11744773373206,68457.9979131332,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0693543329743687,0.0,0.00130035635066805,0.999999999868428,0.00130035635066805,0.955929398410909,1.17187476142724,-0.0675107529173108,-0.259787261451873,0.259787261451873,-0.489215701754099,0.622584044851405,-0.112904928609775,0.331215888218216,0.331215888218216
8,71.758730409073,59.1053638637866,53.6772048077913,82.7197886459041,40.9190981376643,-35.4614628648204,0.50024508183781,-0.45048146987278304,-0.00315557225526444,-0.00182187133836554,0.0050024508183781,2.6019933070185e-18,2.6019933070185e-18,0,106.517986122082,40.9190981376643,29.8790073316132,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0194785777626309,0.89999926078399,1.12376371200701,66530.2968662465,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.0901670737066776,0.0,0.00157537927426061,0.999999999868428,0.00157537927426061,0.961484956476889,1.16572436485507,-0.0776138331964337,-0.212048513214816,0.212048513214816,-0.515051980517383,0.622584044851405,-0.146447612350575,0.355356925261227,0.355356925261227
9,73.5230445120236,60.2422878918841,57.3091959918281,81.7114685300401,41.7061991537842,-37.3540050405353,0.5157379953064409,-0.450497720284559,-0.00366858206723588,-0.00211805767963466,0.00515737995306441,1.08445518457458e-18,1.08445518457458e-18,0,108.806507886886,41.7061991537842,30.2141566349825,0.499999999934214,49.9999999934214,0,11.7942495330551,14.9999999980264,0.999999999868428,1.05983853326204,1.17282319053478,94.3539962644411,-0.0183357086916799,0.899998962760766,1.1306595622799,63859.3088783221,1.17282319053478,-2.95474425760285e-15,0,0,99.7911147939992,-0.111071099159283,0.0,0.00183188450612689,0.999999999868428,0.00183188450612689,0.966993804816947,1.15963930256309,-0.0858498254642559,-0.174743240005661,0.174743240005661,-0.53245000190923,0.622584044851405,-0.180160858196786,0.374321978438544,0.374321978438544
